DATA_LECTURA,temp_mean,temp_max,temp_min,hum_mean,precipitation,solar_radiation,wind
2020-12-15,9.088235294117647,12.576470588235296,6.647058823529412,71.94117647058823,2.394117647058824,7.24,5.241666666666666
2021-01-01,3.3428571428571425,6.942857142857143,0.8928571428571429,73.57142857142857,1.4142857142857144,6.585714285714286,6.835714285714286
2021-01-15,9.841176470588236,14.105882352941178,6.964705882352941,71.29411764705883,0.3470588235294118,8.282352941176471,4.570588235294117
2021-02-01,10.721428571428572,15.085714285714285,8.085714285714285,74.85714285714286,1.1,8.528571428571428,3.9857142857142853
2021-02-15,10.264285714285714,14.6,7.985714285714286,87.64285714285714,0.8928571428571427,9.85,3.607142857142857
2021-03-01,10.335714285714285,14.635714285714286,7.892857142857143,78.28571428571429,0.20714285714285713,10.728571428571428,4.042857142857143
2021-03-15,11.241176470588234,17.158823529411762,7.576470588235295,64.58823529411765,0.3,18.941176470588236,3.576470588235294
2021-04-01,11.792857142857143,16.4,8.65,70.0,1.5285714285714287,16.264285714285712,3.3785714285714286
2021-04-15,11.9625,16.868750000000002,8.9875,74.375,1.71875,15.89375,3.33125
2021-05-01,14.799999999999999,20.164285714285715,11.235714285714286,71.21428571428571,2.1142857142857143,22.485714285714288,3.9285714285714284
2021-05-15,17.188235294117646,22.74705882352941,13.541176470588235,69.05882352941177,0.03529411764705882,22.723529411764705,3.823529411764706
2021-06-01,22.264285714285712,27.857142857142858,18.385714285714283,58.785714285714285,0.4785714285714286,25.792857142857144,3.507142857142857
2021-06-15,22.21875,27.625,18.58125,66.5,0.125,22.675,3.56875
2021-07-01,22.678571428571427,28.692857142857143,18.685714285714287,66.85714285714286,0.0,24.542857142857144,3.7142857142857144
2021-07-15,24.435294117647057,30.323529411764707,20.488235294117647,62.64705882352941,0.5823529411764706,25.011764705882353,3.8882352941176466
2021-08-01,23.75714285714286,29.514285714285712,19.900000000000002,64.42857142857143,0.06428571428571428,19.885714285714283,2.9714285714285715
2021-08-15,22.852941176470587,28.28235294117647,19.647058823529413,74.94117647058823,0.4647058823529412,18.188235294117646,3.264705882352941
2021-09-01,22.47142857142857,28.442857142857143,19.62142857142857,80.28571428571429,0.7142857142857143,14.842857142857143,3.6785714285714284
2021-09-15,20.30625,25.88125,17.0625,73.5625,0.9312499999999999,13.6625,4.0625
2021-10-01,17.114285714285714,22.092857142857145,14.228571428571428,76.5,2.0500000000000003,12.021428571428572,3.414285714285714
2021-10-15,16.458823529411767,21.46470588235294,14.035294117647059,81.3529411764706,2.0823529411764703,10.335294117647058,3.4294117647058826
2021-11-01,12.307142857142859,16.357142857142858,9.142857142857142,65.85714285714286,1.3357142857142856,8.535714285714286,5.1499999999999995
2021-11-15,9.1125,13.125,6.61875,77.5,3.7125,6.7125,4.41875
2021-12-01,8.785714285714286,13.257142857142856,5.457142857142857,70.07142857142857,0.16428571428571428,8.064285714285715,3.957142857142857
2021-12-15,11.158823529411764,14.694117647058825,8.994117647058824,76.94117647058823,0.11176470588235295,6.752941176470588,3.8058823529411767
